Taxon	feature	n	n_NA	n_neg	n_pos	imp_sum	imp_mean	imp_rank_sum	imp_rank_mean	imp_rank_min
"acpD, azoR; FMN-dependent NADH-azoreductase [EC:1.7.1.17]"	K01118	9	1	1	0	-1.48148148148148e-05	-1.85185185185185e-06	13246	1655.75	1384.5
"ACR3, arsB; arsenite transporter"	K03325	9	0	5	4	-0.000490516797176912	-5.45018663529902e-05	16756	1861.77777777778	234
"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system"	K03585	9	6	0	0	0	0	4741.5	1580.5	1384.5
"acrB, mexB, adeJ, smeE, mtrD, cmeB; multidrug efflux pump"	K18138	9	0	2	7	0.000693411574251852	7.7045730472428e-05	6754	750.444444444444	80
"acrR; TetR/AcrR family transcriptional regulator, multidrug resistance operon repressor"	K18136	9	0	3	6	0.000359152617365216	3.99058463739128e-05	9912	1101.33333333333	106
"ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]"	K01897	9	0	1	8	0.000220161957316315	2.44624397018127e-05	8052.5	894.722222222222	274
"ACSS, acs; acetyl-CoA synthetase [EC:6.2.1.1]"	K01895	9	0	4	5	0.0001249751339471	1.38861259941222e-05	12419.5	1379.94444444444	245
"ada-alkA; AraC family transcriptional regulator, regulatory protein of adaptative response / DNA-3-methyladenine glycosylase II [EC:3.2.2.21]"	K13529	9	0	3	5	0.000345122484690156	3.83469427433507e-05	10124	1124.88888888889	164
"ada; AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]"	K10778	9	0	1	0	-8.8888888888889e-06	-9.87654320987656e-07	14592.5	1621.38888888889	1384.5
"add, ADA; adenosine deaminase [EC:3.5.4.4]"	K01488	9	0	5	4	9.25445704347793e-05	1.02827300483088e-05	14711.5	1634.61111111111	116
"adhP; alcohol dehydrogenase, propanol-preferring [EC:1.1.1.1]"	K13953	9	0	4	5	1.52663532926088e-05	1.69626147695653e-06	13650	1516.66666666667	93
"adk, AK; adenylate kinase [EC:2.7.4.3]"	K00939	9	0	3	3	-1.78442046361008e-05	-1.9826894040112e-06	14643.5	1627.05555555556	1081
"afuA, fbpA; iron(III) transport system substrate-binding protein"	K02012	9	0	5	4	-2.07927327510913e-05	-2.31030363901015e-06	14711	1634.55555555556	931.5
"afuB, fbpB; iron(III) transport system permease protein"	K02011	9	0	5	4	-0.000212707036204815	-2.36341151338683e-05	16565	1840.55555555556	899
"afuC, fbpC; iron(III) transport system ATP-binding protein [EC:3.6.3.30]"	K02010	9	0	3	5	1.92735037586239e-05	2.14150041762488e-06	13530	1503.33333333333	534
"aglE, ggtB; alpha-glucoside transport system substrate-binding protein"	K10232	9	0	3	6	0.000112490749574023	1.24989721748914e-05	11425.5	1269.5	346
"AGPS, agpS; alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]"	K00803	9	0	1	2	-6.84217476770667e-06	-7.60241640856297e-07	14022.5	1558.05555555556	883.5
"agrA, blpR, fsrA; two-component system, LytTR family, response regulator AgrA"	K07707	9	0	5	4	0.000144091952429145	1.60102169365717e-05	14593	1621.44444444444	43
"agrC, blpH, fsrC; two-component system, LytTR family, sensor histidine kinase AgrC [EC:2.7.13.3]"	K07706	9	0	4	5	-0.000115752086506714	-1.28613429451904e-05	13747	1527.44444444444	184
"AIBP, nnrE; NAD(P)H-hydrate epimerase [EC:5.1.99.6]"	K17759	9	0	6	3	-6.79711883565202e-05	-7.55235426183558e-06	15997.5	1777.5	625
"ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	K01623	9	0	5	4	-1.39886355345542e-05	-1.55429283717269e-06	15338	1704.22222222222	241
"algR; two-component system, LytTR family, response regulator AlgR"	K08083	9	0	4	4	0.000100227974501981	1.11364416113313e-05	12817.5	1424.16666666667	464
"algZ; two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]"	K08082	9	0	1	8	0.000131260832302184	1.45845369224649e-05	10168.5	1129.83333333333	496
"alsD, budA, aldC; acetolactate decarboxylase [EC:4.1.1.5]"	K01575	9	0	3	2	-5.83472599906237e-07	-6.48302888784708e-08	14596	1621.77777777778	833
"ampG; MFS transporter, PAT family, beta-lactamase induction signal transducer AmpG"	K08218	9	8	0	0	0	0	1747	1747	1747
"amt, AMT, MEP; ammonium transporter, Amt family"	K03320	9	0	4	5	-4.78643673337594e-05	-5.31826303708438e-06	14152.5	1572.5	272
"AMY, amyA, malS; alpha-amylase [EC:3.2.1.1]"	K01176	9	0	1	1	-1.995841995842e-05	-2.21760221760222e-06	14579.5	1619.94444444444	921.5
"apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"	K15635	9	0	4	5	7.11825601641116e-05	7.90917335156796e-06	12799.5	1422.16666666667	410
"aprA; adenylylsulfate reductase, subunit A [EC:1.8.99.2]"	K00394	9	0	7	2	-9.84952108427174e-05	-1.09439123158575e-05	17544	1949.33333333333	201
"aprB; adenylylsulfate reductase, subunit B [EC:1.8.99.2]"	K00395	9	0	6	3	-8.99450039575891e-05	-9.99388932862101e-06	16304	1811.55555555556	616
"APRT, apt; adenine phosphoribosyltransferase [EC:2.4.2.7]"	K00759	9	0	4	5	0.000301829366277592	3.35365962530658e-05	11352	1261.33333333333	188
"araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]"	K00096	9	0	2	7	0.000122439174444407	1.36043527160452e-05	10504	1167.11111111111	421
"arcA; two-component system, OmpR family, aerobic respiration control protein ArcA"	K07773	9	0	5	4	-8.00661611186349e-05	-8.89624012429276e-06	14299	1588.77777777778	262
"arcB; two-component system, OmpR family, aerobic respiration control sensor histidine kinase ArcB [EC:2.7.13.3]"	K07648	9	0	3	6	0.000213871107599051	2.37634563998946e-05	10275	1141.66666666667	300
"argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]"	K01940	9	0	5	4	-0.000213146181868806	-2.3682909096534e-05	16215	1801.66666666667	511
"argH, ASL; argininosuccinate lyase [EC:4.3.2.1]"	K01755	9	0	4	1	-5.57847088678731e-05	-6.19830098531924e-06	15934.5	1770.5	840.5
"argR, ahrC; transcriptional regulator of arginine metabolism"	K03402	9	0	3	6	0.000166050427609989	1.8450047512221e-05	10832	1203.55555555556	309
"AROA1, aroA; chorismate mutase [EC:5.4.99.5]"	K04516	9	6	0	0	0	0	4741.5	1580.5	1384.5
"AROA2, aroA; 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]"	K03856	9	8	0	0	0	0	1747	1747	1747
"aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]"	K03786	9	0	2	3	2.48554010976372e-05	2.7617112330708e-06	13242.5	1471.38888888889	968.5
"arsA, ASNA1, GET3; arsenite/tail-anchored protein-transporting ATPase [EC:3.6.3.16 3.6.3.-]"	K01551	9	0	2	7	0.000726091021853525	8.06767802059472e-05	6834	759.333333333333	92
"ARSC1, arsC; arsenate reductase [EC:1.20.4.1]"	K00537	9	0	3	4	0.00027902817198972	3.100313022108e-05	13287	1476.33333333333	31
"arsR; ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor"	K03892	9	0	3	3	-6.44255154753507e-05	-7.1583906083723e-06	15071	1674.55555555556	972
"ascC, ddhC, rfbH; CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]"	K12452	9	0	3	6	7.09999664619289e-05	7.88888516243655e-06	11502.5	1278.05555555556	458
"ascD, ddhD, rfbI; CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]"	K00523	9	0	3	5	-8.55255003737185e-05	-9.50283337485761e-06	14090	1565.55555555556	806
"asnB, ASNS; asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]"	K01953	9	0	7	2	-0.000375703965840716	-4.17448850934128e-05	19750	2194.44444444444	528
"asnC; Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA"	K03718	9	1	2	2	-1.92437417654809e-05	-2.40546772068511e-06	13057	1632.125	1023
"aspC, aspS; nondiscriminating aspartyl-tRNA synthetase [EC:6.1.1.23]"	K09759	9	0	4	5	0.000210580536604397	2.33978374004885e-05	13154.5	1461.61111111111	33
"ATOX1, ATX1, copZ, golB; copper chaperone"	K07213	9	0	8	1	-0.000375068689174857	-4.16742987972063e-05	20919	2324.33333333333	573
"ATPeV1G, ATP6G; V-type H+-transporting ATPase subunit G"	K02152	9	0	2	1	-1.765543978415e-06	-1.96171553157222e-07	14474.5	1608.27777777778	946.5
"ATPF0A, atpB; F-type H+-transporting ATPase subunit a"	K02108	9	0	5	4	-3.99270155192908e-05	-4.43633505769897e-06	14853.5	1650.38888888889	334
"ATPF0B, atpF; F-type H+-transporting ATPase subunit b"	K02109	9	0	6	3	-0.000225472693881226	-2.50525215423585e-05	17780	1975.55555555556	707
"ATPF0C, atpE; F-type H+-transporting ATPase subunit c"	K02110	9	0	1	2	6.31746031746036e-06	7.01940035273374e-07	13929.5	1547.72222222222	670
"ATPF1A, atpA; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]"	K02111	9	0	1	1	3.71704805851148e-05	4.13005339834609e-06	13776.5	1530.72222222222	428
"ATPF1B, atpD; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]"	K02112	9	1	0	0	0	0	12740	1592.5	1384.5
"ATPF1D, atpH; F-type H+-transporting ATPase subunit delta"	K02113	9	0	4	5	8.18951149469887e-05	9.09945721633207e-06	13001	1444.55555555556	306
"ATPF1E, atpC; F-type H+-transporting ATPase subunit epsilon"	K02114	9	0	4	4	7.46873019400342e-06	8.29858910444824e-07	13416	1490.66666666667	482
"ATPF1G, atpG; F-type H+-transporting ATPase subunit gamma"	K02115	9	0	4	3	-5.39169363752163e-05	-5.99077070835736e-06	15441.5	1715.72222222222	730
"ATPVA, ntpA, atpA; V/A-type H+/Na+-transporting ATPase subunit A [EC:3.6.3.14 3.6.3.15]"	K02117	9	0	1	8	0.000650306249596177	7.22562499551308e-05	7192	799.111111111111	71
"ATPVB, ntpB, atpB; V/A-type H+/Na+-transporting ATPase subunit B"	K02118	9	0	2	4	7.18951567414817e-05	7.98835074905352e-06	12600	1400	583
"ATPVC, ntpC, atpC; V/A-type H+/Na+-transporting ATPase subunit C"	K02119	9	0	0	9	0.00108066546248902	0.000120073940276558	3526	391.777777777778	29
"ATPVD, ntpD, atpD; V/A-type H+/Na+-transporting ATPase subunit D"	K02120	9	0	4	3	6.97806613986585e-05	7.75340682207317e-06	13586	1509.55555555556	318
"ATPVE, ntpE, atpE; V/A-type H+/Na+-transporting ATPase subunit E"	K02121	9	0	1	5	0.00047542667975822	5.28251866398022e-05	9913.5	1101.5	70
"ATPVF, ntpF, atpF; V/A-type H+/Na+-transporting ATPase subunit F"	K02122	9	0	2	6	0.000621277039994417	6.90307822216019e-05	9048.5	1005.38888888889	51
"ATPVG, ahaH, atpH; V/A-type H+/Na+-transporting ATPase subunit G/H"	K02107	9	0	4	4	-0.000172099500758615	-1.91221667509572e-05	15750	1750	619
"ATPVI, ntpI, atpI; V/A-type H+/Na+-transporting ATPase subunit I"	K02123	9	0	0	0	0	0	14232.5	1581.38888888889	1384.5
"ATPVK, ntpK, atpK; V/A-type H+/Na+-transporting ATPase subunit K"	K02124	9	0	3	5	0.000418285953687601	4.64762170764001e-05	11803	1311.44444444444	60
"AXY8, FUC95A, afcA; alpha-L-fucosidase 2 [EC:3.2.1.51]"	K15923	9	0	4	5	0.000186160589744914	2.06845099716572e-05	11589	1287.66666666667	376
"bamE, smpA; outer membrane protein assembly factor BamE"	K06186	9	0	3	2	3.12887133347963e-05	3.47652370386626e-06	14502.5	1611.38888888889	360
"bccA, pccA; acetyl-CoA/propionyl-CoA carboxylase, biotin carboxylase, biotin carboxyl carrier protein [EC:6.4.1.2 6.4.1.3 6.3.4.14]"	K11263	9	0	4	5	6.23045951826859e-05	6.92273279807621e-06	13244	1471.55555555556	150
"BCP, PRXQ, DOT5; peroxiredoxin Q/BCP [EC:1.11.1.15]"	K03564	9	5	0	0	0	0	6541.5	1635.375	1384.5
"bcr, tcaB; MFS transporter, DHA1 family, multidrug resistance protein"	K07552	9	0	2	4	1.37388085183991e-05	1.52653427982212e-06	12908.5	1434.27777777778	533
"BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.- 1.1.1.303]"	K00004	9	0	7	2	-7.00496524356596e-05	-7.78329471507329e-06	17111	1901.22222222222	420
"benK; MFS transporter, AAHS family, benzoate transport protein"	K05548	9	0	6	3	-0.000329905023935321	-3.66561137705912e-05	16918	1879.77777777778	333
"betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]"	K00130	9	0	2	2	9.22882583754978e-05	1.02542509306109e-05	13272	1474.66666666667	238
"betT, betS; choline/glycine/proline betaine transport protein"	K02168	9	9	0	0	0	NA	0	NA	Inf
"bgaB, lacA; beta-galactosidase [EC:3.2.1.23]"	K12308	9	0	1	1	5.92592592592585e-06	6.58436213991761e-07	14056	1561.77777777778	954
"birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]"	K03524	9	0	4	2	9.05422125341237e-06	1.00602458371249e-06	14922.5	1658.05555555556	271
"BLMH, pepC; bleomycin hydrolase [EC:3.4.22.40]"	K01372	9	0	3	5	4.18492086952191e-05	4.64991207724657e-06	12786	1420.66666666667	733
"blt; MFS transporter, DHA1 family, multidrug resistance protein"	K08153	9	0	5	4	-4.43301416724318e-05	-4.92557129693687e-06	14951	1661.22222222222	613
"bluB; 5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]"	K04719	9	0	0	0	0	0	14232.5	1581.38888888889	1384.5
"bmpA, bmpB, tmpC; basic membrane protein A and related proteins"	K07335	9	0	4	3	0.000111041044815522	1.23378938683913e-05	14248.5	1583.16666666667	100
"bolA; BolA family transcriptional regulator, general stress-responsive regulator"	K05527	9	0	3	6	0.000177445606490145	1.9716178498905e-05	10837.5	1204.16666666667	315
"butA, budC; meso-butanediol dehydrogenase / (S,S)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.- 1.1.1.76 1.1.1.304]"	K03366	9	0	4	5	0.000455673680164808	5.06304089072009e-05	10136	1126.22222222222	129
"capA, pgsA; gamma-polyglutamate biosynthesis protein CapA"	K07282	9	0	0	0	0	0	14232.5	1581.38888888889	1384.5
"carA, CPA1; carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]"	K01956	9	0	2	5	9.38581294464369e-05	1.04286810496041e-05	12077.5	1341.94444444444	545
"CARP, pepA; leucyl aminopeptidase [EC:3.4.11.1]"	K01255	9	8	0	0	0	0	1747	1747	1747
"CARS, cysS; cysteinyl-tRNA synthetase [EC:6.1.1.16]"	K01883	9	1	2	0	-1.97619047619047e-05	-2.47023809523809e-06	13787.5	1723.4375	1492.5
"casB, cse2; CRISPR system Cascade subunit CasB"	K19046	9	0	6	3	4.34763703543346e-05	4.83070781714829e-06	15014	1668.22222222222	71
"cat2, abfT; 4-hydroxybutyrate CoA-transferase [EC:2.8.3.-]"	K18122	9	0	1	8	0.0011638576395762	0.000129317515508467	4328	480.888888888889	30
"catE; catechol 2,3-dioxygenase [EC:1.13.11.2]"	K07104	9	0	1	3	7.21631931287103e-05	8.0181325698567e-06	12602	1400.22222222222	554
"cbe, mbe; cellobiose epimerase [EC:5.1.3.11]"	K16213	9	0	3	6	0.000322226036855823	3.58028929839803e-05	9749	1083.22222222222	198
"cbf, cbf1; 3'-5' exoribonuclease [EC:3.1.-.-]"	K03698	9	0	5	2	-3.5240459977777e-05	-3.91560666419745e-06	15992.5	1776.94444444444	311
"cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]"	K02227	9	0	5	4	3.98928147793327e-05	4.43253497548141e-06	13754	1528.22222222222	250
"ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE"	K02199	9	0	5	4	-0.000124863491934109	-1.38737213260121e-05	15692.5	1743.61111111111	293
"cdd, CDA; cytidine deaminase [EC:3.5.4.5]"	K01489	9	0	4	4	-1.34068320796295e-05	-1.48964800884772e-06	14294.5	1588.27777777778	423
"cheA; two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3]"	K03407	9	0	5	3	1.62532964765378e-05	1.80592183072643e-06	15358	1706.44444444444	184
"cheB; two-component system, chemotaxis family, protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]"	K03412	9	0	3	6	0.000181510547950654	2.01678386611838e-05	10428.5	1158.72222222222	374
"cheV; two-component system, chemotaxis family, chemotaxis protein CheV"	K03415	9	0	5	4	4.04145647691713e-05	4.49050719657459e-06	13790	1532.22222222222	354
"cheY; two-component system, chemotaxis family, chemotaxis protein CheY"	K03413	9	0	2	7	0.000403460749823944	4.48289722026605e-05	8114	901.555555555556	150
"chlD, bchD; magnesium chelatase subunit D [EC:6.6.1.1]"	K03404	9	0	5	3	-7.56782951164968e-05	-8.40869945738853e-06	15738	1748.66666666667	536
"chlI, bchI; magnesium chelatase subunit I [EC:6.6.1.1]"	K03405	9	0	0	8	0.000315862284026712	3.50958093363014e-05	7246	805.111111111111	281
"CHO1, pssA; CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]"	K17103	9	0	1	2	-2.00244200244208e-06	-2.22493555826898e-07	14118.5	1568.72222222222	1112
"ciaH; two-component system, OmpR family, sensor histidine kinase CiaH [EC:2.7.13.3]"	K14982	9	0	4	4	9.9028805363409e-05	1.10032005959343e-05	12544	1393.77777777778	360
"ciaR; two-component system, OmpR family, response regulator CiaR"	K14983	9	0	1	4	6.15528362958024e-05	6.83920403286694e-06	12096	1344	602
"clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]"	K01358	9	0	3	3	5.93456678563061e-05	6.59396309514513e-06	13008	1445.33333333333	636
"clpX, CLPX; ATP-dependent Clp protease ATP-binding subunit ClpX"	K03544	9	0	3	6	0.000168130774116944	1.86811971241049e-05	11094	1232.66666666667	185
"coaBC, dfp; phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]"	K13038	9	0	3	6	0.000358390928687292	3.9821214298588e-05	9835.5	1092.83333333333	103
"cobA, btuR; cob(I)alamin adenosyltransferase [EC:2.5.1.17]"	K19221	9	0	2	7	0.000389237566524533	4.32486185027259e-05	8190	910	224
"cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]"	K02224	9	0	2	7	0.00051427443605645	5.71416040062722e-05	8153.5	905.944444444444	93
"cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]"	K02226	9	0	1	8	0.0027597390881176	0.000306637676457511	5163	573.666666666667	4
"cobL; precorrin-6Y C5,15-methyltransferase (decarboxylating) [EC:2.1.1.132]"	K00595	9	7	0	0	0	0	2988.5	1494.25	1492.5
"cobM, cbiF; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]"	K05936	9	0	4	3	4.10079276473519e-05	4.55643640526132e-06	14649.5	1627.72222222222	207
"cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]"	K02231	9	0	5	3	-0.000108300482187065	-1.20333869096739e-05	16309.5	1812.16666666667	903
"cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]"	K02232	9	0	4	4	-5.58903194752638e-05	-6.21003549725153e-06	14296	1588.44444444444	333
"comA; ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein [EC:3.4.22.-]"	K12292	9	0	4	5	0.000126515878145678	1.40573197939642e-05	12403.5	1378.16666666667	230
"comD; two-component system, LytTR family, sensor histidine kinase ComD [EC:2.7.13.3]"	K12294	9	0	3	6	0.000505467420791292	5.6163046754588e-05	11373	1263.66666666667	17
"comE; two-component system, LytTR family, response regulator ComE"	K12295	9	0	4	5	0.00126472691431669	0.000140525212701854	11685	1298.33333333333	3
"cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]"	K00198	9	0	5	3	-7.40329984759959e-05	-8.2258887195551e-06	16282.5	1809.16666666667	330
"copA, ATP7; Cu+-exporting ATPase [EC:3.6.3.54]"	K17686	9	0	3	4	8.6797413316666e-05	9.64415703518511e-06	13071	1452.33333333333	386
"copC, pcoC; copper resistance protein C"	K07156	9	0	5	2	-5.34287232196687e-05	-5.93652480218541e-06	15886	1765.11111111111	583
"COX15, ctaA; cytochrome c oxidase assembly protein subunit 15"	K02259	9	0	4	5	0.000152766320195125	1.69740355772361e-05	11659.5	1295.5	560
"coxA, ctaD; cytochrome c oxidase subunit I [EC:1.9.3.1]"	K02274	9	0	5	1	-8.56210578143069e-05	-9.51345086825633e-06	16828	1869.77777777778	1065
"coxB, ctaC; cytochrome c oxidase subunit II [EC:1.9.3.1]"	K02275	9	0	3	6	0.000191533531032453	2.12815034480504e-05	10871	1207.88888888889	160
"cpaA, tadV; prepilin peptidase CpaA [EC:3.4.23.43]"	K02278	9	0	5	4	-8.26289283904879e-05	-9.18099204338755e-06	15551	1727.88888888889	691
"cpaE, tadZ; pilus assembly protein CpaE"	K02282	9	0	3	5	7.7631912007106e-05	8.62576800078955e-06	12120	1346.66666666667	623
"cpaF, tadA; pilus assembly protein CpaF"	K02283	9	0	5	4	0.000199863826105132	2.22070917894592e-05	12816	1424	183
"cpdA; 3',5'-cyclic-AMP phosphodiesterase [EC:3.1.4.53]"	K03651	9	0	4	5	0.000137114912157964	1.52349902397738e-05	12243	1360.33333333333	241
"cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase [EC:3.1.4.16 3.1.3.6]"	K01119	9	0	2	0	-3.87096774193548e-05	-4.3010752688172e-06	15545	1727.22222222222	1496
"cpoA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-galactosyltransferase [EC:2.4.1.-]"	K13678	9	0	4	4	3.47260852142928e-05	3.8584539126992e-06	13589	1509.88888888889	499
"CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]"	K00228	9	0	3	5	0.000121257829718715	1.34730921909683e-05	12118	1346.44444444444	270
"cpxA; two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]"	K07640	9	0	2	7	0.000614846588871611	6.83162876524012e-05	7071	785.666666666667	159
"cpxR; two-component system, OmpR family, response regulator CpxR"	K07662	9	0	6	3	-1.27963996982638e-06	-1.42182218869598e-07	15433.5	1714.83333333333	356
"crcB, FEX; fluoride exporter"	K06199	9	0	2	7	0.000294542574848608	3.27269527609564e-05	10147	1127.44444444444	149
"creC; two-component system, OmpR family, sensor histidine kinase CreC [EC:2.7.13.3]"	K07641	9	0	1	8	0.000776557407974396	8.62841564415995e-05	6974	774.888888888889	46
"crp; CRP/FNR family transcriptional regulator, cyclic AMP receptor protein"	K10914	9	0	5	4	6.29748134781083e-05	6.99720149756759e-06	14834	1648.22222222222	185
"CS, gltA; citrate synthase [EC:2.3.3.1]"	K01647	9	0	3	6	0.000218357607186508	2.42619563540564e-05	11647	1294.11111111111	225
"csd1, cas8c; CRISPR-associated protein Csd1"	K19117	9	0	3	5	6.10450512588275e-05	6.78278347320306e-06	12302.5	1366.94444444444	799
"csd2, cas7; CRISPR-associated protein Csd2"	K19118	9	0	6	3	1.39078779488963e-05	1.54531977209959e-06	16244	1804.88888888889	127
"csm1, cas10; CRISPR-associated protein Csm1"	K07016	9	0	2	1	2.2114376851219e-05	2.45715298346878e-06	14088	1565.33333333333	768.5
"cspA; cold shock protein (beta-ribbon, CspA family)"	K03704	9	0	3	1	-8.88859052162364e-05	-9.87621169069294e-06	16387	1820.77777777778	1244
"cst1, cas8a; CRISPR-associated protein Cst1"	K19088	9	0	3	6	0.00108788389206414	0.000120875988007127	8446	938.444444444444	39
"cst2, cas7; CRISPR-associated protein Cst2"	K19075	9	0	6	3	-0.000102381353095784	-1.13757058995316e-05	16367	1818.55555555556	191
"cusA, silA; Cu(I)/Ag(I) efflux system membrane protein CusA/SilA"	K07787	9	0	3	6	0.000215168695645198	2.39076328494665e-05	10799.5	1199.94444444444	171
"cusB, silB; membrane fusion protein, Cu(I)/Ag(I) efflux system"	K07798	9	0	3	5	1.88409758754938e-05	2.09344176394376e-06	13282.5	1475.83333333333	930
"cvrA, nhaP2; cell volume regulation protein A"	K11105	9	0	3	5	-4.48264338942809e-06	-4.98071487714232e-07	13483	1498.11111111111	588
"cyaA; adenylate cyclase, class 1 [EC:4.6.1.1]"	K05851	9	0	4	5	-0.000118580744587342	-1.31756382874824e-05	15114	1679.33333333333	483
"CYC1, CYT1, petC; ubiquinol-cytochrome c reductase cytochrome c1 subunit"	K00413	9	0	6	3	-0.000192676312282493	-2.14084791424992e-05	16685.5	1853.94444444444	308
"cycB, ganO; arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein"	K15770	9	0	1	5	0.000129407168752437	1.43785743058264e-05	11342	1260.22222222222	459.5
